"","Gene","X","Freq","endCAT","oneoverendCAT","score"
"42","CDK20",47,1,173,0.00578034682080925,0.00578034682080925
"43","CDK5",48,1,171,0.00584795321637427,0.00584795321637427
"44","CDK6",49,1,189,0.00529100529100529,0.00529100529100529
"45","CDK8",50,1,203,0.00492610837438424,0.00492610837438424
"46","CDKL1",51,1,172,0.00581395348837209,0.00581395348837209
"47","CDKL3",52,3,170,0.00588235294117647,0.0176470588235294
"48","CHEK2",107,7,697,0.00583840109899315,0.0185287564289424
"49","CIT",55,1,267,0.00374531835205993,0.00374531835205993
"50","CLK1",56,4,391,0.00255754475703325,0.010230179028133
"51","CLK2",57,3,350,0.00285714285714286,0.00857142857142857
"52","CLK3",58,2,492,0.00203252032520325,0.0040650406504065
"53","CLK4",59,3,347,0.00288184438040346,0.00864553314121037
"54","CSF1R",60,2,825,0.00121212121212121,0.00242424242424242
"55","CSK",61,1,356,0.00280898876404494,0.00280898876404494
"56","CSNK1A1",125,3,410,0.00980181213990294,0.0150374142341438
"57","CSNK1A1L",64,3,191,0.00523560209424084,0.0157068062827225
"58","CSNK1G1",65,1,221,0.00452488687782805,0.00452488687782805
"59","CSNK1G3",66,5,219,0.0045662100456621,0.0228310502283105
"60","CSNK2A1",67,4,201,0.00497512437810945,0.0199004975124378
"61","DAPK2",68,1,197,0.0050761421319797,0.0050761421319797
"62","DCLK1",69,6,557,0.00179533213644524,0.0107719928186715
"63","DCLK2",141,2,1138,0.00351581809194266,0.00351581809194266
"64","DCLK3",72,2,523,0.00191204588910134,0.00382409177820268
"65","DDR2",73,5,757,0.00132100396301189,0.00660501981505945
"66","DSTYK",74,1,819,0.00122100122100122,0.00122100122100122
"67","DYRK1A",75,1,331,0.00302114803625378,0.00302114803625378
"68","DYRK3",76,5,379,0.00263852242744063,0.0131926121372032
"69","EGFR",77,9,884,0.00113122171945701,0.0101809954751131
"70","EIF2AK1",78,3,500,0.002,0.006
"71","EIF2AK2",79,6,458,0.00218340611353712,0.0131004366812227
"72","EIF2AK3",80,4,994,0.00100603621730382,0.00402414486921529
"73","EIF2AK4",81,5,911,0.00109769484083425,0.00548847420417124
"74","EPHA1",82,5,796,0.00125628140703518,0.00628140703517588
"75","EPHA2",83,5,787,0.00127064803049555,0.00635324015247776
"76","EPHA3",84,11,794,0.00125944584382872,0.0138539042821159
"77","EPHA4",85,11,794,0.00125944584382872,0.0138539042821159
"78","EPHA5",261,10,2359,0.00384975305064404,0.0126970959649432
"79","EPHA6",89,10,940,0.00106382978723404,0.0106382978723404
"80","EPHA7",90,11,806,0.00124069478908189,0.0136476426799007
"81","EPHA8",91,5,808,0.00123762376237624,0.00618811881188119
"82","EPHB1",92,4,794,0.00125944584382872,0.00503778337531486
"83","EPHB2",93,1,797,0.00125470514429109,0.00125470514429109
"84","EPHB4",94,2,790,0.00126582278481013,0.00253164556962025
"85","ERBB2",95,1,892,0.00112107623318386,0.00112107623318386
"86","ERBB4",96,9,890,0.00112359550561798,0.0101123595505618
"87","ERN1",97,1,741,0.00134952766531714,0.00134952766531714
"88","ERN2",197,5,1376,0.00292241166925776,0.00698745231966426
"89","FER",201,13,1049,0.00450465925194314,0.0195731524026281
"90","FES",205,3,1249,0.00321294438442146,0.00472809589957298
"91","FGFR1",104,1,701,0.0014265335235378,0.0014265335235378
"92","FGFR2",211,2,1230,0.00328121623748536,0.00328121623748536
"93","FGFR3",107,1,552,0.00181159420289855,0.00181159420289855
"94","FGFR4",108,3,591,0.00169204737732657,0.0050761421319797
"95","FGR",109,3,428,0.00233644859813084,0.00700934579439252
"96","FLT1",110,8,1069,0.000935453695042095,0.00748362956033676
"97","FLT3",111,12,858,0.00116550116550117,0.013986013986014
"98","FLT4",112,8,1084,0.000922509225092251,0.00738007380073801
"99","FRK",113,4,403,0.00248138957816377,0.00992555831265509
"100","FYN",114,5,381,0.0026246719160105,0.0131233595800525
"101","GAK",115,2,230,0.00434782608695652,0.00869565217391304
"102","GRK1",116,3,362,0.00276243093922652,0.00828729281767956
"103","GRK4",117,2,356,0.00280898876404494,0.00561797752808989
"104","GRK5",118,4,355,0.0028169014084507,0.0112676056338028
"105","GRK7",119,1,360,0.00277777777777778,0.00277777777777778
"106","GSK3A",120,2,289,0.00346020761245675,0.0069204152249135
"107","GSK3B",121,4,226,0.00442477876106195,0.0176991150442478
"108","HCK",245,5,853,0.00468933821508285,0.0117150993392046
"109","HIPK1",124,2,362,0.00276243093922652,0.00552486187845304
"110","HIPK2",125,2,371,0.00269541778975741,0.00539083557951483
"111","HIPK3",126,2,369,0.002710027100271,0.00542005420054201
"112","HUNK",127,2,233,0.00429184549356223,0.00858369098712446
"113","IGF1R",257,4,2363,0.00169276373946769,0.00338624384107649
"114","IKBKB",130,3,192,0.00520833333333333,0.015625
"115","IKBKE",131,1,183,0.00546448087431694,0.00546448087431694
"116","INSR",265,5,2400,0.00166670833437503,0.00417927114844538
"117","INSRR",134,11,1162,0.000860585197934596,0.00946643717728055
"118","IRAK1",135,2,394,0.00253807106598985,0.0050761421319797
"119","IRAK3",136,3,343,0.00291545189504373,0.0087463556851312
"120","IRAK4",137,3,358,0.00279329608938547,0.00837988826815642
"121","ITK",138,5,528,0.00189393939393939,0.00946969696969697
"122","JAK1",139,7,1051,0.000951474785918173,0.00666032350142721
"123","JAK2",140,19,1024,0.0009765625,0.0185546875
"124","JAK3",141,2,997,0.00100300902708124,0.00200601805416249
"125","KALRN",429,15,6822,0.00157291560350798,0.00630372594385807
"126","KDR",145,12,1075,0.000930232558139535,0.0111627906976744
"127","KIT",293,8,1674,0.0023894999036492,0.00956370929178591
"128","LATS1",148,14,920,0.00108695652173913,0.0152173913043478
"129","LATS2",149,3,883,0.00113250283125708,0.00339750849377123
"130","LCK",150,2,410,0.0024390243902439,0.0048780487804878
"131","LIMK2",151,4,495,0.00202020202020202,0.00808080808080808
"132","LMTK2",152,2,312,0.00320512820512821,0.00641025641025641
"133","LMTK3",153,2,342,0.00292397660818713,0.00584795321637427
"134","LRRK1",154,6,1434,0.000697350069735007,0.00418410041841004
"135","LRRK2",155,17,2042,0.000489715964740451,0.00832517140058766
"136","LTK",313,4,1325,0.0030252799240141,0.00591128281001699
"137","LYN",158,2,413,0.00242130750605327,0.00484261501210654
"138","MAK",159,1,169,0.00591715976331361,0.00591715976331361
"139","MAP2K3",321,2,439,0.00915155305399208,0.00915155305399208
"140","MAP2K4",162,7,273,0.00366300366300366,0.0256410256410256
"141","MAP2K6",163,2,223,0.00448430493273543,0.00896860986547085
"142","MAP3K1",164,30,1419,0.000704721634954193,0.0211416490486258
"143","MAP3K11",165,1,292,0.00342465753424658,0.00342465753424658
"144","MAP3K12",166,5,313,0.00319488817891374,0.0159744408945687
"145","MAP3K13",167,1,323,0.00309597523219814,0.00309597523219814
"146","MAP3K15",168,5,819,0.00122100122100122,0.00610500610500611
"147","MAP3K19",682,18,3149,0.00679474909779065,0.0219156925465137
"148","MAP3K2",173,6,531,0.00188323917137476,0.0112994350282486
"149","MAP3K4",525,15,4478,0.00201037669109189,0.0102163339711232
"150","MAP3K5",177,5,849,0.00117785630153121,0.00588928150765607
"151","MAP3K6",178,2,817,0.00122399020807834,0.00244798041615667
"152","MAP3K8",179,1,297,0.00336700336700337,0.00336700336700337
"153","MAP4K1",180,1,182,0.00549450549450549,0.00549450549450549
"154","MAP4K4",181,2,198,0.00505050505050505,0.0101010101010101
"155","MAPK10",182,1,233,0.00429184549356223,0.00429184549356223
"156","MAPK8",183,2,195,0.00512820512820513,0.0102564102564103
"157","MAPKAPK2",184,2,233,0.00429184549356223,0.00858369098712446
"158","MAPKAPK3",185,1,212,0.00471698113207547,0.00471698113207547
"159","MARK2",186,2,219,0.0045662100456621,0.0091324200913242
"160","MARK3",187,1,222,0.0045045045045045,0.0045045045045045
"161","MAST1",188,2,557,0.00179533213644524,0.00359066427289048
"162","MAST2",189,1,695,0.00143884892086331,0.00143884892086331
"163","MAST4",190,3,753,0.00132802124833997,0.00398406374501992
"164","MERTK",191,3,770,0.0012987012987013,0.0038961038961039
"165","MET",192,12,1253,0.000798084596967279,0.00957701516360734
"166","MKNK2",193,2,260,0.00384615384615385,0.00769230769230769
"167","MOK",194,1,171,0.00584795321637427,0.00584795321637427
"168","MOS",195,1,249,0.00401606425702811,0.00401606425702811
"169","MST1R",393,4,2465,0.001623359517826,0.003246719035652
"170","MUSK",597,7,2222,0.00406196325864684,0.00925687414490135
"171","MYLK",403,8,3193,0.00125332565035158,0.00501330260140633
"172","MYLK2",203,2,452,0.00221238938053097,0.00442477876106195
"173","MYLK3",204,4,682,0.00146627565982405,0.00586510263929619
"174","MYLK4",205,2,273,0.00366300366300366,0.00732600732600733
"175","MYO3B",206,1,201,0.00497512437810945,0.00497512437810945
"176","NEK10",207,9,699,0.00143061516452074,0.0128755364806867
"177","NEK11",208,1,202,0.00495049504950495,0.00495049504950495
"178","NEK3",209,1,172,0.00581395348837209,0.00581395348837209
"179","NEK4",210,2,176,0.00568181818181818,0.0113636363636364
"180","NEK5",211,3,174,0.00574712643678161,0.0172413793103448
"181","NEK7",212,1,206,0.00485436893203883,0.00485436893203883
"182","NEK9",213,2,221,0.00452488687782805,0.00904977375565611
"183","NIM1K",214,5,240,0.00416666666666667,0.0208333333333333
"184","NLK",215,1,310,0.0032258064516129,0.0032258064516129
"185","NRK",216,2,222,0.0045045045045045,0.00900900900900901
"186","NTRK1",435,2,1388,0.00288189823244959,0.00288189823244959
"187","NTRK2",439,3,1462,0.00273630583739007,0.00411943170184373
"188","NTRK3",443,7,1444,0.00277016812848669,0.00967256766193206
"189","NUAK1",223,3,222,0.0045045045045045,0.0135135135135135
"190","NUAK2",224,1,219,0.0045662100456621,0.0045662100456621
"191","PAK1",225,4,434,0.00230414746543779,0.00921658986175115
"192","PAK2",226,2,413,0.00242130750605327,0.00484261501210654
"193","PAK3",455,4,899,0.00445693775160132,0.0087304420251056
"194","PAK4",229,1,485,0.00206185567010309,0.00206185567010309
"195","PAK7",230,9,613,0.00163132137030995,0.0146818923327896
"196","PASK",231,8,1172,0.000853242320819113,0.0068259385665529
"197","PBK",232,1,216,0.00462962962962963,0.00462962962962963
"198","PDGFRA",233,11,865,0.00115606936416185,0.0127167630057803
"199","PDGFRB",234,4,873,0.0011454753722795,0.00458190148911798
"200","PDIK1L",235,3,228,0.0043859649122807,0.0131578947368421
"201","PHKG1",236,1,194,0.00515463917525773,0.00515463917525773
"202","PHKG2",237,2,197,0.0050761421319797,0.0101522842639594
"203","PIM1",238,1,211,0.004739336492891,0.004739336492891
"204","PIM2",239,1,207,0.00483091787439614,0.00483091787439614
"205","pk",240,2,176,0.00568181818181818,0.0113636363636364
"206","PKMYT1",241,2,277,0.0036101083032491,0.0072202166064982
"207","PKN1",485,3,1576,0.00253810785347903,0.00380233035663958
"208","PKN2",489,3,1606,0.00249288689030211,0.0037765839377989
"209","PKN3",246,4,729,0.00137174211248285,0.00548696844993141
"210","PLK1",247,2,221,0.00452488687782805,0.00904977375565611
"211","PRKAA1",248,1,209,0.00478468899521531,0.00478468899521531
"212","PRKACA",249,1,209,0.00478468899521531,0.00478468899521531
"213","PRKACB",501,2,452,0.00900829081632653,0.00900829081632653
"214","PRKCB",252,1,511,0.00195694716242661,0.00195694716242661
"215","PRKCD",253,2,518,0.00193050193050193,0.00386100386100386
"216","PRKCE",254,6,577,0.00173310225303293,0.0103986135181976
"217","PRKCG",255,2,525,0.0019047619047619,0.00380952380952381
"218","PRKCH",256,6,524,0.00190839694656489,0.0114503816793893
"219","PRKCI",257,1,423,0.00236406619385343,0.00236406619385343
"220","PRKCQ",258,2,549,0.00182149362477231,0.00364298724954463
"221","PRKD1",259,3,753,0.00132802124833997,0.00398406374501992
"222","PRKD3",260,3,746,0.00134048257372654,0.00402144772117962
"223","PRKG1",261,2,543,0.00184162062615101,0.00368324125230203
"224","PRKG2",525,7,1211,0.00330495060313302,0.0117651874897658
"225","PRKX",264,1,214,0.00467289719626168,0.00467289719626168
"226","PRPF4B",265,5,859,0.00116414435389988,0.00582072176949942
"227","PSKH1",266,1,267,0.00374531835205993,0.00374531835205993
"228","PTK2",535,4,856,0.00547706797706798,0.00885544635544636
"229","PTK2B",269,2,595,0.00168067226890756,0.00336134453781513
"230","PTK6",270,1,357,0.00280112044817927,0.00280112044817927
"231","RAF1",271,1,515,0.00194174757281553,0.00194174757281553
"232","RET",272,6,958,0.00104384133611691,0.00626304801670146
"233","RIPK2",273,1,186,0.00537634408602151,0.00537634408602151
"234","RIPK3",274,3,189,0.00529100529100529,0.0158730158730159
"235","ROCK2",275,2,260,0.00384615384615385,0.00769230769230769
"236","ROR1",276,4,662,0.00151057401812689,0.00604229607250755
"237","ROS1",555,19,4256,0.000939851491981119,0.00891865183426726
"238","SBK1",279,1,218,0.00458715596330275,0.00458715596330275
"239","SGK1",280,1,362,0.00276243093922652,0.00276243093922652
"240","SIK2",281,3,186,0.00537634408602151,0.0161290322580645
"241","SNRK",282,2,184,0.00543478260869565,0.0108695652173913
"242","STK10",283,1,202,0.00495049504950495,0.00495049504950495
"243","STK11",284,10,223,0.00448430493273543,0.0448430493273543
"244","STK17A",285,1,233,0.00429184549356223,0.00429184549356223
"245","STK17B",286,2,205,0.0048780487804878,0.00975609756097561
"246","STK24",287,4,201,0.00497512437810945,0.0199004975124378
"247","STK26",288,3,189,0.00529100529100529,0.0158730158730159
"248","STK3",289,2,219,0.0045662100456621,0.0091324200913242
"249","STK32A",290,1,190,0.00526315789473684,0.00526315789473684
"250","STK32B",291,2,190,0.00526315789473684,0.0105263157894737
"251","STK32C",292,1,260,0.00384615384615385,0.00384615384615385
"252","STK33",293,2,293,0.00341296928327645,0.0068259385665529
"253","STK38",294,3,292,0.00342465753424658,0.0102739726027397
"254","STK38L",295,1,293,0.00341296928327645,0.00341296928327645
"255","STK4",296,2,194,0.00515463917525773,0.0103092783505155
"256","SYK",297,2,519,0.00192678227360308,0.00385356454720617
"257","TBK1",298,1,183,0.00546448087431694,0.00546448087431694
"258","TEC",299,4,535,0.00186915887850467,0.00747663551401869
"259","TEK",903,11,2833,0.00319112361978972,0.0113044553082509
"260","TESK2",303,1,226,0.00442477876106195,0.00442477876106195
"261","TGFBR1",609,2,687,0.00589648957171058,0.00589648957171058
"262","TGFBR2",306,8,453,0.0022075055187638,0.0176600441501104
"263","TIE1",307,2,1023,0.000977517106549365,0.00195503421309873
"264","TLK1",308,4,640,0.0015625,0.00625
"265","TLK2",309,2,625,0.0016,0.0032
"266","TNK2",310,3,363,0.00275482093663912,0.00826446280991736
"267","TRIO",311,14,2962,0.000337609723160027,0.00472653612424038
"268","TSSK1B",312,3,185,0.00540540540540541,0.0162162162162162
"269","TSSK3",313,1,179,0.00558659217877095,0.00558659217877095
"270","TSSK6",314,1,181,0.00552486187845304,0.00552486187845304
"271","TTBK1",315,2,209,0.00478468899521531,0.00956937799043062
"272","TTBK2",316,1,196,0.00510204081632653,0.00510204081632653
"273","TTK",317,5,692,0.00144508670520231,0.00722543352601156
"274","TXK",318,3,436,0.00229357798165138,0.00688073394495413
"275","TYK2",319,2,1071,0.000933706816059757,0.00186741363211951
"276","TYRO3",320,2,702,0.00142450142450142,0.00284900284900285
"277","UHMK1",321,1,201,0.00497512437810945,0.00497512437810945
"278","ULK2",322,1,184,0.00543478260869565,0.00543478260869565
"279","ULK3",323,1,183,0.00546448087431694,0.00546448087431694
"280","VRK2",324,2,220,0.00454545454545455,0.00909090909090909
"281","WEE1",325,1,486,0.00205761316872428,0.00205761316872428
"282","WEE2",326,4,403,0.00248138957816377,0.00992555831265509
"283","YES1",327,3,442,0.00226244343891403,0.00678733031674208
"284","ZAP70",328,1,509,0.00196463654223969,0.00196463654223969
