"","Var1","Freq"
"195","MAP3K10",0
"196","MAP3K11",1
"197","MAP3K12",0
"198","MAP3K13",1
"199","MAP3K14",0
"200","MAP3K15",0
"201","MAP3K19",18
"202","MAP3K2",6
"203","MAP3K3",0
"204","MAP3K4",15
"205","MAP3K5",5
"206","MAP3K6",3
"207","MAP3K7",0
"208","MAP3K8",1
"209","MAP3K9",1
"210","MAP4K1",2
"211","MAP4K2",0
"212","MAP4K3",0
"213","MAP4K4",2
"214","MAP4K5",0
"215","MAPK1",0
"216","MAPK10",0
"217","MAPK11",0
"218","MAPK12",0
"219","MAPK13",0
"220","MAPK14",0
"221","MAPK15",0
"222","MAPK3",0
"223","MAPK4",0
"224","MAPK6",0
"225","MAPK7",0
"226","MAPK8",2
"227","MAPK9",0
"228","MAPKAPK2",3
"229","MAPKAPK3",1
"230","MAPKAPK5",1
"231","MARK1",0
"232","MARK2",2
"233","MARK3",2
"234","MARK4",0
"235","MAST1",2
"236","MAST2",1
"237","MAST3",0
"238","MAST4",3
"239","MASTL",0
"240","MATK",0
"241","MELK",0
"242","MERTK",3
"243","MET",6
"244","MINK1",0
"245","MKNK1",0
"246","MKNK2",2
"247","MOK",1
"248","MOS",1
"249","MST1R",4
"250","MTOR",0
"251","MUSK",7
"252","MYLK",8
"253","MYLK2",2
"254","MYLK3",4
"255","MYLK4",2
"256","MYO3A",0
"257","MYO3B",1
"258","NEK1",0
"259","NEK10",9
"260","NEK11",1
"261","NEK2",0
"262","NEK3",1
"263","NEK4",2
"264","NEK5",3
"265","NEK6",0
"266","NEK7",1
"267","NEK8",1
"268","NEK9",2
"269","NIM1K",5
"270","NLK",2
"271","NRK",2
"272","NTRK1",1
"273","NTRK2",2
"274","NTRK3",7
"275","NUAK1",3
"276","NUAK2",1
"277","OBSCN",0
"278","OXSR1",0
"279","PAK1",4
"280","PAK2",2
"281","PAK3",0
"282","PAK4",1
"283","PAK6",1
"284","PAK7",9
"285","PASK",8
"286","PBK",1
"287","PDGFRA",11
"288","PDGFRB",4
"289","PDIK1L",3
"290","PDPK1",0
"291","PHKG1",1
"292","PHKG2",2
"293","PIK3R4",0
"294","PIM1",1
"295","PIM2",1
"296","PIM3",0
"297","PINK1",0
"298","PKDCC",0
"299","PKMYT1",2
"300","PKN1",1
"301","PKN2",3
"302","PKN3",4
"303","PLK1",2
"304","PLK2",0
"305","PLK3",0
"306","PLK4",0
"307","PNCK",0
"308","PRKAA1",1
"309","PRKAA2",0
"310","PRKACA",1
"311","PRKACB",0
"312","PRKACG",0
"313","PRKCA",0
"314","PRKCB",3
"315","PRKCD",2
"316","PRKCE",6
"317","PRKCG",2
"318","PRKCH",6
"319","PRKCI",1
"320","PRKCQ",2
"321","PRKCZ",0
"322","PRKD1",3
"323","PRKD2",0
"324","PRKD3",3
"325","PRKDC",0
"326","PRKG1",0
"327","PRKG2",7
"328","PRKX",1
"329","PRPF4B",5
"330","PSKH1",1
"331","PTK2",5
"332","PTK2B",2
"333","PTK6",1
"334","RAF1",2
"335","RET",6
"336","RIPK1",0
"337","RIPK2",1
"338","RIPK3",3
"339","RIPK4",0
"340","RNASEL",0
"341","ROCK1",1
"342","ROCK2",2
"343","ROR1",5
"344","ROR2",0
"345","ROS1",19
"346","RPS6KA1",0
"347","RPS6KA2",0
"348","RPS6KA3",0
"349","RPS6KA4",0
"350","RPS6KA5",0
"351","RPS6KA6",0
"352","RPS6KB1",0
"353","RPS6KB2",1
"354","RYK",0
"355","SBK1",1
"356","SBK2",0
"357","SGK1",1
"358","SGK2",0
"359","SGK3",0
"360","SGK494",1
"361","SIK1",0
"362","SIK2",4
"363","SIK3",0
"364","SLK",0
"365","SMG1",0
"366","SNRK",2
"367","SPEG",0
"368","SRC",0
"369","SRMS",0
"370","SRPK1",0
"371","SRPK2",0
"372","SRPK3",0
"373","STK10",1
"374","STK11",12
"375","STK16",0
"376","STK17A",1
"377","STK17B",2
"378","STK24",4
"379","STK25",0
"380","STK26",4
"381","STK3",3
"382","STK32A",1
"383","STK32B",2
"384","STK32C",1
"385","STK33",2
"386","STK35",0
"387","STK36",1
"388","STK38",3
"389","STK38L",1
"390","STK39",0
"391","STK4",3
"392","SYK",4
"393","TAOK1",0
"394","TAOK2",0
"395","TAOK3",0
"396","TBK1",1
"397","TEC",4
"398","TEK",12
"399","TESK1",0
"400","TESK2",3
"401","TGFBR1",2
"402","TGFBR2",0
"403","TIE1",2
"404","TLK1",4
"405","TLK2",2
"406","TNIK",0
"407","TNK1",0
"408","TNK2",0
"409","TNNI3K",0
"410","TRIO",14
"411","TSSK1B",3
"412","TSSK2",0
"413","TSSK3",1
"414","TSSK4",0
"415","TSSK6",1
"416","TTBK1",2
"417","TTBK2",1
"418","TTK",5
"419","TXK",3
"420","TYK2",2
"421","TYRO3",2
"422","UHMK1",1
"423","ULK1",0
"424","ULK2",2
"425","ULK3",1
"426","VRK1",0
"427","VRK2",2
"428","WEE1",1
"429","WEE2",4
"430","YES1",3
"431","ZAK",2
"432","ZAP70",1
