"","Var1","Freq"
"93","EPHB2-002_797",1
"94","EPHB4-001_790",2
"95","ERBB2-008_892",1
"96","ERBB4-001_890",9
"97","ERN1-001_741",1
"98","ERN2-001_738",4
"99","ERN2-002_638",1
"100","FER-001_730",12
"101","FER-201_319",1
"102","FES-006_589",1
"103","FES-018_660",2
"104","FGFR1-202_701",1
"105","FGFR2-005_557",1
"106","FGFR2-201_673",1
"107","FGFR3-002_552",1
"108","FGFR4-003_591",3
"109","FGR-002_428",3
"110","FLT1-001_1069",8
"111","FLT3-001_858",12
"112","FLT4-003_1084",8
"113","FRK-001_403",4
"114","FYN-029_381",5
"115","GAK-001_230",2
"116","GRK1-001_362",3
"117","GRK4-001_356",2
"118","GRK5-002_355",4
"119","GRK7-001_360",1
"120","GSK3A-001_289",2
"121","GSK3B-002_226",4
"122","HCK-001_427",4
"123","HCK-002_426",1
"124","HIPK1-004_362",2
"125","HIPK2-001_371",2
"126","HIPK3-002_369",2
"127","HUNK-001_233",2
"128","IGF1R-001_1182",1
"129","IGF1R-002_1181",3
"130","IKBKB-004_192",3
"131","IKBKE-004_183",1
"132","INSR-001_1206",1
"133","INSR-002_1194",4
"134","INSRR-001_1162",11
"135","IRAK1-001_394",2
"136","IRAK3-001_343",3
"137","IRAK4-002_358",3
"138","ITK-001_528",5
"139","JAK1-001_1051",7
"140","JAK2-001_1024",15
"141","JAK3-201_997",2
"142","KALRN-001_1153",2
"143","KALRN-004_2819",2
"144","KALRN-201_2850",11
"145","KDR-001_1075",12
"146","KIT-001_839",3
"147","KIT-002_835",5
"148","LATS1-005_920",13
"149","LATS2-001_883",3
"150","LCK-202_410",2
"151","LIMK2-004_495",4
"152","LMTK2-001_312",2
"153","LMTK3-001_342",2
"154","LRRK1-003_1434",6
"155","LRRK2-004_2042",17
"156","LTK-001_693",3
"157","LTK-002_632",1
"158","LYN-002_413",2
"159","MAK-002_169",1
"160","MAP2K3-001_234",1
"161","MAP2K3-013_205",1
"162","MAP2K4-001_273",7
"163","MAP2K6-001_223",2
"164","MAP3K1-001_1419",29
"165","MAP3K11-001_292",1
"166","MAP3K12-002_313",5
"167","MAP3K13-001_323",1
"168","MAP3K15-201_819",5
"169","MAP3K19-001_1237",13
"170","MAP3K19-002_1124",1
"171","MAP3K19-003_419",1
"172","MAP3K19-201_369",3
"173","MAP3K2-002_531",6
"174","MAP3K4-001_1512",2
"175","MAP3K4-006_1508",1
"176","MAP3K4-007_1458",12
"177","MAP3K5-001_849",5
"178","MAP3K6-001_817",2
"179","MAP3K8-003_297",1
"180","MAP4K1-001_182",1
"181","MAP4K4-002_198",2
"182","MAPK10-005_233",1
"183","MAPK8-013_195",2
"184","MAPKAPK2-002_233",2
"185","MAPKAPK3-005_212",1
"186","MARK2-202_219",2
"187","MARK3-005_222",1
"188","MAST1-001_557",2
"189","MAST2-001_695",1
"190","MAST4-001_753",3
"191","MERTK-001_770",3
"192","MET-002_1253",11
"193","MKNK2-004_260",2
"194","MOK-001_171",1
"195","MOS-001_249",1
"196","MST1R-001_1257",2
"197","MST1R-002_1208",2
"198","MUSK-001_772",3
"199","MUSK-002_764",2
"200","MUSK-202_686",1
"201","MYLK-201_1562",4
"202","MYLK-202_1631",4
"203","MYLK2-002_452",2
"204","MYLK3-001_682",4
"205","MYLK4-001_273",2
"206","MYO3B-001_201",1
"207","NEK10-016_699",9
"208","NEK11-006_202",1
"209","NEK3-202_172",1
"210","NEK4-001_176",2
"211","NEK5-001_174",3
"212","NEK7-006_206",1
"213","NEK9-001_221",2
"214","NIM1K-002_240",5
"215","NLK-001_310",1
"216","NRK-004_222",2
"217","NTRK1-001_691",1
"218","NTRK1-007_697",1
"219","NTRK2-001_723",2
"220","NTRK2-004_739",1
"221","NTRK3-001_726",5
"222","NTRK3-004_718",2
"223","NUAK1-001_222",3
"224","NUAK2-001_219",1
"225","PAK1-003_434",4
"226","PAK2-001_413",2
"227","PAK3-007_468",3
"228","PAK3-206_431",1
"229","PAK4-003_485",1
"230","PAK7-003_613",9
"231","PASK-003_1172",7
"232","PBK-001_216",1
"233","PDGFRA-001_865",9
"234","PDGFRB-001_873",4
"235","PDIK1L-201_228",3
"236","PHKG1-001_194",1
"237","PHKG2-009_197",2
"238","PIM1-003_211",1
"239","PIM2-001_207",1
"240","pk-001_176",2
"241","PKMYT1-008_277",2
"242","PKN1-001_785",1
"243","PKN1-002_791",2
"244","PKN2-001_827",1
"245","PKN2-202_779",2
"246","PKN3-001_729",4
"247","PLK1-001_221",2
"248","PRKAA1-001_209",1
"249","PRKACA-001_209",1
"250","PRKACB-004_256",1
"251","PRKACB-203_196",1
"252","PRKCB-002_511",1
"253","PRKCD-001_518",2
"254","PRKCE-001_577",6
"255","PRKCG-001_525",2
"256","PRKCH-001_524",6
"257","PRKCI-001_423",1
"258","PRKCQ-201_549",2
"259","PRKD1-001_753",3
"260","PRKD3-001_746",3
"261","PRKG1-002_543",2
"262","PRKG2-005_591",6
"263","PRKG2-201_620",1
"264","PRKX-001_214",1
"265","PRPF4B-001_859",5
"266","PSKH1-002_267",1
"267","PTK2-002_264",1
"268","PTK2-201_592",3
"269","PTK2B-001_595",2
"270","PTK6-001_357",1
"271","RAF1-001_515",1
"272","RET-002_958",6
"273","RIPK2-001_186",1
"274","RIPK3-001_189",3
"275","ROCK2-008_260",2
"276","ROR1-001_662",4
"277","ROS1-001_2131",16
"278","ROS1-002_2125",2
"279","SBK1-001_218",1
"280","SGK1-001_362",1
"281","SIK2-001_186",3
"282","SNRK-004_184",2
"283","STK10-001_202",1
"284","STK11-201_223",10
"285","STK17A-001_233",1
"286","STK17B-002_205",2
"287","STK24-002_201",4
"288","STK26-003_189",3
"289","STK3-002_219",2
"290","STK32A-003_190",1
"291","STK32B-001_190",2
"292","STK32C-002_260",1
"293","STK33-001_293",2
"294","STK38-001_292",3
"295","STK38L-001_293",1
"296","STK4-003_194",2
"297","SYK-004_519",2
"298","TBK1-001_183",1
"299","TEC-001_535",4
"300","TEK-002_1008",5
"301","TEK-003_860",1
"302","TEK-005_965",5
"303","TESK2-001_226",1
"304","TGFBR1-001_382",1
"305","TGFBR1-003_305",1
"306","TGFBR2-002_453",8
"307","TIE1-001_1023",2
"308","TLK1-001_640",4
"309","TLK2-001_625",2
"310","TNK2-005_363",3
"311","TRIO-001_2962",12
"312","TSSK1B-001_185",3
"313","TSSK3-001_179",1
"314","TSSK6-002_181",1
"315","TTBK1-001_209",2
"316","TTBK2-002_196",1
"317","TTK-002_692",5
"318","TXK-001_436",3
"319","TYK2-201_1071",2
"320","TYRO3-001_702",2
"321","UHMK1-001_201",1
"322","ULK2-002_184",1
"323","ULK3-002_183",1
"324","VRK2-004_220",2
"325","WEE1-001_486",1
"326","WEE2-001_403",4
"327","YES1-003_442",3
"328","ZAP70-001_509",1
