"","Var1","Freq"
"142","LRRK2-004_2042",17
"143","LTK-001_693",4
"144","LYN-002_413",2
"145","MAK-002_169",1
"146","MAP2K3-001_234",2
"147","MAP2K4-001_273",7
"148","MAP2K6-001_223",2
"149","MAP3K1-001_1419",29
"150","MAP3K11-001_292",1
"151","MAP3K12-002_313",5
"152","MAP3K13-001_323",1
"153","MAP3K15-201_819",5
"154","MAP3K19-001_1237",18
"155","MAP3K2-002_531",6
"156","MAP3K4-001_1512",15
"157","MAP3K5-001_849",5
"158","MAP3K6-001_817",2
"159","MAP3K8-003_297",1
"160","MAP4K1-001_182",1
"161","MAP4K4-002_198",2
"162","MAPK10-005_233",1
"163","MAPK8-013_195",2
"164","MAPKAPK2-002_233",2
"165","MAPKAPK3-005_212",1
"166","MARK2-202_219",2
"167","MARK3-026_245",1
"168","MAST1-001_557",2
"169","MAST2-001_695",1
"170","MAST4-001_753",3
"171","MERTK-001_770",3
"172","MET-001_1271",6
"173","MET-002_1253",5
"174","MKNK2-004_260",2
"175","MOK-001_171",1
"176","MOS-001_249",1
"177","MST1R-001_1257",4
"178","MUSK-001_772",6
"179","MYLK-202_1631",8
"180","MYLK2-002_452",2
"181","MYLK3-001_682",4
"182","MYLK4-001_273",2
"183","MYO3B-001_201",1
"184","NEK10-016_699",9
"185","NEK11-006_202",1
"186","NEK3-202_172",1
"187","NEK4-001_176",2
"188","NEK5-001_174",3
"189","NEK7-006_206",1
"190","NEK9-001_221",2
"191","NIM1K-002_240",5
"192","NLK-001_310",1
"193","NRK-004_222",2
"194","NTRK1-007_697",2
"195","NTRK2-004_739",3
"196","NTRK3-019_765",7
"197","NUAK1-001_222",3
"198","NUAK2-001_219",1
"199","PAK1-003_434",4
"200","PAK2-001_413",2
"201","PAK3-007_468",4
"202","PAK4-003_485",1
"203","PAK7-003_613",9
"204","PASK-004_1179",7
"205","PBK-001_216",1
"206","PDGFRA-001_865",9
"207","PDGFRB-001_873",4
"208","PDIK1L-201_228",3
"209","PHKG1-201_226",1
"210","PHKG2-009_197",2
"211","PIM1-003_211",1
"212","PIM2-001_207",1
"213","pk-001_176",2
"214","PKMYT1-008_277",2
"215","PKN1-002_791",3
"216","PKN2-001_827",3
"217","PKN3-001_729",4
"218","PLK1-001_221",2
"219","PRKAA1-001_209",1
"220","PRKACA-001_209",1
"221","PRKACB-004_256",2
"222","PRKCB-002_511",1
"223","PRKCD-001_518",2
"224","PRKCE-001_577",6
"225","PRKCG-001_525",2
"226","PRKCH-001_524",6
"227","PRKCI-001_423",1
"228","PRKCQ-201_549",2
"229","PRKD1-001_753",2
"230","PRKD1-002_761",1
"231","PRKD3-001_746",3
"232","PRKG1-002_543",2
"233","PRKG2-201_620",7
"234","PRKX-001_214",1
"235","PRPF4B-001_859",5
"236","PSKH1-002_267",1
"237","PTK2-010_603",1
"238","PTK2-201_592",3
"239","PTK2B-001_595",2
"240","PTK6-001_357",1
"241","RAF1-001_515",1
"242","RET-002_958",6
"243","RIPK2-001_186",1
"244","RIPK3-001_189",3
"245","ROCK2-008_260",2
"246","ROR1-001_662",4
"247","ROS1-001_2131",18
"248","SBK1-001_218",1
"249","SGK1-001_362",1
"250","SIK2-001_186",3
"251","SNRK-004_184",2
"252","STK10-001_202",1
"253","STK11-201_223",10
"254","STK17A-001_233",1
"255","STK17B-002_205",2
"256","STK24-002_201",4
"257","STK26-003_189",2
"258","STK26-004_211",1
"259","STK3-002_219",2
"260","STK32A-003_190",1
"261","STK32B-001_190",2
"262","STK32C-002_260",1
"263","STK33-001_293",2
"264","STK38-001_292",3
"265","STK38L-001_293",1
"266","STK4-003_194",2
"267","SYK-001_542",2
"268","TBK1-001_183",1
"269","TEC-001_535",4
"270","TEK-002_1008",11
"271","TESK2-001_226",1
"272","TGFBR1-001_382",1
"273","TGFBR1-004_386",1
"274","TGFBR2-002_453",8
"275","TIE1-001_1023",2
"276","TLK1-001_640",3
"277","TLK1-002_661",1
"278","TLK2-001_625",1
"279","TLK2-004_647",1
"280","TNK2-005_363",3
"281","TRIO-001_2962",12
"282","TSSK1B-001_185",3
"283","TSSK3-001_179",1
"284","TSSK6-002_181",1
"285","TTBK1-001_209",2
"286","TTBK2-002_196",1
"287","TTK-001_693",5
"288","TXK-001_436",3
"289","TYK2-201_1071",2
"290","TYRO3-001_702",2
"291","UHMK1-001_201",1
"292","ULK2-002_184",1
"293","ULK3-002_183",1
"294","VRK2-004_220",2
"295","WEE1-001_486",1
"296","WEE2-001_403",4
"297","YES1-003_442",3
"298","ZAP70-001_509",1
