"","Gene","X","Freq","endCAT","oneoverendCAT","score"
"42","CDK20",44,1,173,0.00578034682080925,0.00578034682080925
"43","CDK5",45,1,171,0.00584795321637427,0.00584795321637427
"44","CDK6",46,1,189,0.00529100529100529,0.00529100529100529
"45","CDK8",47,1,203,0.00492610837438424,0.00492610837438424
"46","CDKL1",48,1,172,0.00581395348837209,0.00581395348837209
"47","CDKL3",49,3,170,0.00588235294117647,0.0176470588235294
"48","CHEK2",101,7,831,0.00482640058544065,0.0175167559153899
"49","CIT",52,1,267,0.00374531835205993,0.00374531835205993
"50","CLK1",53,4,391,0.00255754475703325,0.010230179028133
"51","CLK2",54,3,350,0.00285714285714286,0.00857142857142857
"52","CLK3",55,2,492,0.00203252032520325,0.0040650406504065
"53","CLK4",56,3,347,0.00288184438040346,0.00864553314121037
"54","CSF1R",57,2,825,0.00121212121212121,0.00242424242424242
"55","CSK",58,1,356,0.00280898876404494,0.00280898876404494
"56","CSNK1A1",59,3,219,0.0045662100456621,0.0136986301369863
"57","CSNK1A1L",60,3,191,0.00523560209424084,0.0157068062827225
"58","CSNK1G1",61,1,221,0.00452488687782805,0.00452488687782805
"59","CSNK1G3",62,5,219,0.0045662100456621,0.0228310502283105
"60","CSNK2A1",63,4,201,0.00497512437810945,0.0199004975124378
"61","DAPK2",64,1,197,0.0050761421319797,0.0050761421319797
"62","DCLK1",65,6,557,0.00179533213644524,0.0107719928186715
"63","DCLK2",66,2,578,0.00173010380622837,0.00346020761245675
"64","DCLK3",67,2,523,0.00191204588910134,0.00382409177820268
"65","DDR2",68,5,757,0.00132100396301189,0.00660501981505945
"66","DSTYK",69,1,819,0.00122100122100122,0.00122100122100122
"67","DYRK1A",70,1,331,0.00302114803625378,0.00302114803625378
"68","DYRK3",71,5,379,0.00263852242744063,0.0131926121372032
"69","EGFR",72,9,884,0.00113122171945701,0.0101809954751131
"70","EIF2AK1",73,3,500,0.002,0.006
"71","EIF2AK2",74,6,458,0.00218340611353712,0.0131004366812227
"72","EIF2AK3",75,4,994,0.00100603621730382,0.00402414486921529
"73","EIF2AK4",76,5,911,0.00109769484083425,0.00548847420417124
"74","EPHA1",77,5,796,0.00125628140703518,0.00628140703517588
"75","EPHA2",78,5,787,0.00127064803049555,0.00635324015247776
"76","EPHA3",79,11,794,0.00125944584382872,0.0138539042821159
"77","EPHA4",80,10,794,0.00125944584382872,0.0125944584382872
"78","EPHA5",163,10,1697,0.00235710158455008,0.0117855079227504
"79","EPHA6",83,10,940,0.00106382978723404,0.0106382978723404
"80","EPHA7",84,11,806,0.00124069478908189,0.0136476426799007
"81","EPHA8",85,5,808,0.00123762376237624,0.00618811881188119
"82","EPHB1",86,4,794,0.00125944584382872,0.00503778337531486
"83","EPHB2",87,1,797,0.00125470514429109,0.00125470514429109
"84","EPHB4",88,2,790,0.00126582278481013,0.00253164556962025
"85","ERBB2",89,1,892,0.00112107623318386,0.00112107623318386
"86","ERBB4",90,9,890,0.00112359550561798,0.0101123595505618
"87","ERN1",91,1,741,0.00134952766531714,0.00134952766531714
"88","ERN2",92,5,738,0.0013550135501355,0.00677506775067751
"89","FER",93,13,730,0.00136986301369863,0.0178082191780822
"90","FES",94,3,730,0.00136986301369863,0.00410958904109589
"91","FGFR1",95,1,701,0.0014265335235378,0.0014265335235378
"92","FGFR2",193,2,1347,0.00296956362626267,0.00296956362626267
"93","FGFR3",98,1,685,0.00145985401459854,0.00145985401459854
"94","FGFR4",99,3,659,0.00151745068285281,0.00455235204855842
"95","FGR",100,3,428,0.00233644859813084,0.00700934579439252
"96","FLT1",101,8,1069,0.000935453695042095,0.00748362956033676
"97","FLT3",102,12,858,0.00116550116550117,0.013986013986014
"98","FLT4",103,8,1084,0.000922509225092251,0.00738007380073801
"99","FRK",104,4,403,0.00248138957816377,0.00992555831265509
"100","FYN",105,5,436,0.00229357798165138,0.0114678899082569
"101","GAK",106,2,230,0.00434782608695652,0.00869565217391304
"102","GRK1",107,3,362,0.00276243093922652,0.00828729281767956
"103","GRK4",108,2,356,0.00280898876404494,0.00561797752808989
"104","GRK5",109,4,355,0.0028169014084507,0.0112676056338028
"105","GRK7",110,1,360,0.00277777777777778,0.00277777777777778
"106","GSK3A",111,2,289,0.00346020761245675,0.0069204152249135
"107","GSK3B",112,4,226,0.00442477876106195,0.0176991150442478
"108","HCK",113,5,427,0.00234192037470726,0.0117096018735363
"109","HIPK1",114,2,362,0.00276243093922652,0.00552486187845304
"110","HIPK2",115,2,371,0.00269541778975741,0.00539083557951483
"111","HIPK3",116,2,369,0.002710027100271,0.00542005420054201
"112","HUNK",117,2,233,0.00429184549356223,0.00858369098712446
"113","IGF1R",118,4,1182,0.000846023688663283,0.00338409475465313
"114","IKBKB",119,3,192,0.00520833333333333,0.015625
"115","IKBKE",120,1,183,0.00546448087431694,0.00546448087431694
"116","INSR",121,5,1206,0.000829187396351575,0.00414593698175788
"117","INSRR",122,11,1162,0.000860585197934596,0.00946643717728055
"118","IRAK1",247,2,814,0.00491902344694223,0.00491902344694223
"119","IRAK3",125,3,343,0.00291545189504373,0.0087463556851312
"120","IRAK4",126,3,358,0.00279329608938547,0.00837988826815642
"121","ITK",127,5,528,0.00189393939393939,0.00946969696969697
"122","JAK1",128,7,1051,0.000951474785918173,0.00666032350142721
"123","JAK2",129,15,1024,0.0009765625,0.0146484375
"124","JAK3",130,2,997,0.00100300902708124,0.00200601805416249
"125","KALRN",263,15,4003,0.00121817988162079,0.0062960088860486
"126","KDR",133,12,1075,0.000930232558139535,0.0111627906976744
"127","KIT",134,8,839,0.00119189511323004,0.00953516090584029
"128","LATS1",135,13,920,0.00108695652173913,0.0141304347826087
"129","LATS2",136,3,883,0.00113250283125708,0.00339750849377123
"130","LCK",137,2,440,0.00227272727272727,0.00454545454545455
"131","LIMK2",138,4,495,0.00202020202020202,0.00808080808080808
"132","LMTK2",139,2,312,0.00320512820512821,0.00641025641025641
"133","LMTK3",140,2,342,0.00292397660818713,0.00584795321637427
"134","LRRK1",141,6,1434,0.000697350069735007,0.00418410041841004
"135","LRRK2",142,17,2042,0.000489715964740451,0.00832517140058766
"136","LTK",143,4,693,0.00144300144300144,0.00577200577200577
"137","LYN",144,2,413,0.00242130750605327,0.00484261501210654
"138","MAK",145,1,169,0.00591715976331361,0.00591715976331361
"139","MAP2K3",146,2,234,0.00427350427350427,0.00854700854700855
"140","MAP2K4",147,7,273,0.00366300366300366,0.0256410256410256
"141","MAP2K6",148,2,223,0.00448430493273543,0.00896860986547085
"142","MAP3K1",149,29,1419,0.000704721634954193,0.0204369274136716
"143","MAP3K11",150,1,292,0.00342465753424658,0.00342465753424658
"144","MAP3K12",151,5,313,0.00319488817891374,0.0159744408945687
"145","MAP3K13",152,1,323,0.00309597523219814,0.00309597523219814
"146","MAP3K15",153,5,819,0.00122100122100122,0.00610500610500611
"147","MAP3K19",154,18,1237,0.000808407437348424,0.0145513338722716
"148","MAP3K2",155,6,531,0.00188323917137476,0.0112994350282486
"149","MAP3K4",156,15,1512,0.000661375661375661,0.00992063492063492
"150","MAP3K5",157,5,849,0.00117785630153121,0.00588928150765607
"151","MAP3K6",158,2,817,0.00122399020807834,0.00244798041615667
"152","MAP3K8",159,1,297,0.00336700336700337,0.00336700336700337
"153","MAP4K1",160,1,182,0.00549450549450549,0.00549450549450549
"154","MAP4K4",161,2,198,0.00505050505050505,0.0101010101010101
"155","MAPK10",162,1,233,0.00429184549356223,0.00429184549356223
"156","MAPK8",163,2,195,0.00512820512820513,0.0102564102564103
"157","MAPKAPK2",164,2,233,0.00429184549356223,0.00858369098712446
"158","MAPKAPK3",165,1,212,0.00471698113207547,0.00471698113207547
"159","MARK2",166,2,219,0.0045662100456621,0.0091324200913242
"160","MARK3",167,1,245,0.00408163265306122,0.00408163265306122
"161","MAST1",168,2,557,0.00179533213644524,0.00359066427289048
"162","MAST2",169,1,695,0.00143884892086331,0.00143884892086331
"163","MAST4",170,3,753,0.00132802124833997,0.00398406374501992
"164","MERTK",171,3,770,0.0012987012987013,0.0038961038961039
"165","MET",345,11,2524,0.00158486665833628,0.0087111153530504
"166","MKNK2",174,2,260,0.00384615384615385,0.00769230769230769
"167","MOK",175,1,171,0.00584795321637427,0.00584795321637427
"168","MOS",176,1,249,0.00401606425702811,0.00401606425702811
"169","MST1R",177,4,1257,0.000795544948289578,0.00318217979315831
"170","MUSK",178,6,772,0.00129533678756477,0.0077720207253886
"171","MYLK",179,8,1631,0.000613120784794605,0.00490496627835684
"172","MYLK2",180,2,452,0.00221238938053097,0.00442477876106195
"173","MYLK3",181,4,682,0.00146627565982405,0.00586510263929619
"174","MYLK4",182,2,273,0.00366300366300366,0.00732600732600733
"175","MYO3B",183,1,201,0.00497512437810945,0.00497512437810945
"176","NEK10",184,9,699,0.00143061516452074,0.0128755364806867
"177","NEK11",185,1,202,0.00495049504950495,0.00495049504950495
"178","NEK3",186,1,172,0.00581395348837209,0.00581395348837209
"179","NEK4",187,2,176,0.00568181818181818,0.0113636363636364
"180","NEK5",188,3,174,0.00574712643678161,0.0172413793103448
"181","NEK7",189,1,206,0.00485436893203883,0.00485436893203883
"182","NEK9",190,2,221,0.00452488687782805,0.00904977375565611
"183","NIM1K",191,5,240,0.00416666666666667,0.0208333333333333
"184","NLK",192,1,310,0.0032258064516129,0.0032258064516129
"185","NRK",193,2,222,0.0045045045045045,0.00900900900900901
"186","NTRK1",194,2,697,0.00143472022955524,0.00286944045911047
"187","NTRK2",195,3,739,0.0013531799729364,0.0040595399188092
"188","NTRK3",196,7,765,0.00130718954248366,0.00915032679738562
"189","NUAK1",197,3,222,0.0045045045045045,0.0135135135135135
"190","NUAK2",198,1,219,0.0045662100456621,0.0045662100456621
"191","PAK1",199,4,434,0.00230414746543779,0.00921658986175115
"192","PAK2",200,2,413,0.00242130750605327,0.00484261501210654
"193","PAK3",201,4,468,0.00213675213675214,0.00854700854700855
"194","PAK4",202,1,485,0.00206185567010309,0.00206185567010309
"195","PAK7",203,9,613,0.00163132137030995,0.0146818923327896
"196","PASK",204,7,1179,0.000848176420695505,0.00593723494486853
"197","PBK",205,1,216,0.00462962962962963,0.00462962962962963
"198","PDGFRA",206,9,865,0.00115606936416185,0.0104046242774566
"199","PDGFRB",207,4,873,0.0011454753722795,0.00458190148911798
"200","PDIK1L",208,3,228,0.0043859649122807,0.0131578947368421
"201","PHKG1",209,1,226,0.00442477876106195,0.00442477876106195
"202","PHKG2",210,2,197,0.0050761421319797,0.0101522842639594
"203","PIM1",211,1,211,0.004739336492891,0.004739336492891
"204","PIM2",212,1,207,0.00483091787439614,0.00483091787439614
"205","pk",213,2,176,0.00568181818181818,0.0113636363636364
"206","PKMYT1",214,2,277,0.0036101083032491,0.0072202166064982
"207","PKN1",215,3,791,0.00126422250316056,0.00379266750948167
"208","PKN2",216,3,827,0.00120918984280532,0.00362756952841596
"209","PKN3",217,4,729,0.00137174211248285,0.00548696844993141
"210","PLK1",218,2,221,0.00452488687782805,0.00904977375565611
"211","PRKAA1",219,1,209,0.00478468899521531,0.00478468899521531
"212","PRKACA",220,1,209,0.00478468899521531,0.00478468899521531
"213","PRKACB",221,2,256,0.00390625,0.0078125
"214","PRKCB",222,1,511,0.00195694716242661,0.00195694716242661
"215","PRKCD",223,2,518,0.00193050193050193,0.00386100386100386
"216","PRKCE",224,6,577,0.00173310225303293,0.0103986135181976
"217","PRKCG",225,2,525,0.0019047619047619,0.00380952380952381
"218","PRKCH",226,6,524,0.00190839694656489,0.0114503816793893
"219","PRKCI",227,1,423,0.00236406619385343,0.00236406619385343
"220","PRKCQ",228,2,549,0.00182149362477231,0.00364298724954463
"221","PRKD1",459,3,1514,0.00264208169512053,0.0039701029434605
"222","PRKD3",231,3,746,0.00134048257372654,0.00402144772117962
"223","PRKG1",232,2,543,0.00184162062615101,0.00368324125230203
"224","PRKG2",233,7,620,0.00161290322580645,0.0112903225806452
"225","PRKX",234,1,214,0.00467289719626168,0.00467289719626168
"226","PRPF4B",235,5,859,0.00116414435389988,0.00582072176949942
"227","PSKH1",236,1,267,0.00374531835205993,0.00374531835205993
"228","PTK2",475,4,1195,0.00334756398189234,0.00672594236027072
"229","PTK2B",239,2,595,0.00168067226890756,0.00336134453781513
"230","PTK6",240,1,357,0.00280112044817927,0.00280112044817927
"231","RAF1",241,1,515,0.00194174757281553,0.00194174757281553
"232","RET",242,6,958,0.00104384133611691,0.00626304801670146
"233","RIPK2",243,1,186,0.00537634408602151,0.00537634408602151
"234","RIPK3",244,3,189,0.00529100529100529,0.0158730158730159
"235","ROCK2",245,2,260,0.00384615384615385,0.00769230769230769
"236","ROR1",246,4,662,0.00151057401812689,0.00604229607250755
"237","ROS1",247,18,2131,0.000469263256687001,0.00844673862036602
"238","SBK1",248,1,218,0.00458715596330275,0.00458715596330275
"239","SGK1",249,1,362,0.00276243093922652,0.00276243093922652
"240","SIK2",250,3,186,0.00537634408602151,0.0161290322580645
"241","SNRK",251,2,184,0.00543478260869565,0.0108695652173913
"242","STK10",252,1,202,0.00495049504950495,0.00495049504950495
"243","STK11",253,10,223,0.00448430493273543,0.0448430493273543
"244","STK17A",254,1,233,0.00429184549356223,0.00429184549356223
"245","STK17B",255,2,205,0.0048780487804878,0.00975609756097561
"246","STK24",256,4,201,0.00497512437810945,0.0199004975124378
"247","STK26",515,3,400,0.0100303417838963,0.0153213470749016
"248","STK3",259,2,219,0.0045662100456621,0.0091324200913242
"249","STK32A",260,1,190,0.00526315789473684,0.00526315789473684
"250","STK32B",261,2,190,0.00526315789473684,0.0105263157894737
"251","STK32C",262,1,260,0.00384615384615385,0.00384615384615385
"252","STK33",263,2,293,0.00341296928327645,0.0068259385665529
"253","STK38",264,3,292,0.00342465753424658,0.0102739726027397
"254","STK38L",265,1,293,0.00341296928327645,0.00341296928327645
"255","STK4",266,2,194,0.00515463917525773,0.0103092783505155
"256","SYK",267,2,542,0.0018450184501845,0.003690036900369
"257","TBK1",268,1,183,0.00546448087431694,0.00546448087431694
"258","TEC",269,4,535,0.00186915887850467,0.00747663551401869
"259","TEK",270,11,1008,0.000992063492063492,0.0109126984126984
"260","TESK2",271,1,226,0.00442477876106195,0.00442477876106195
"261","TGFBR1",545,2,768,0.00520847462224995,0.00520847462224995
"262","TGFBR2",274,8,453,0.0022075055187638,0.0176600441501104
"263","TIE1",275,2,1023,0.000977517106549365,0.00195503421309873
"264","TLK1",553,4,1301,0.00307535930408472,0.00620035930408472
"265","TLK2",557,2,1272,0.00314559505409583,0.00314559505409583
"266","TNK2",280,3,363,0.00275482093663912,0.00826446280991736
"267","TRIO",281,12,2962,0.000337609723160027,0.00405131667792032
"268","TSSK1B",282,3,185,0.00540540540540541,0.0162162162162162
"269","TSSK3",283,1,179,0.00558659217877095,0.00558659217877095
"270","TSSK6",284,1,181,0.00552486187845304,0.00552486187845304
"271","TTBK1",285,2,209,0.00478468899521531,0.00956937799043062
"272","TTBK2",286,1,196,0.00510204081632653,0.00510204081632653
"273","TTK",287,5,693,0.00144300144300144,0.00721500721500722
"274","TXK",288,3,436,0.00229357798165138,0.00688073394495413
"275","TYK2",289,2,1071,0.000933706816059757,0.00186741363211951
"276","TYRO3",290,2,702,0.00142450142450142,0.00284900284900285
"277","UHMK1",291,1,201,0.00497512437810945,0.00497512437810945
"278","ULK2",292,1,184,0.00543478260869565,0.00543478260869565
"279","ULK3",293,1,183,0.00546448087431694,0.00546448087431694
"280","VRK2",294,2,220,0.00454545454545455,0.00909090909090909
"281","WEE1",295,1,486,0.00205761316872428,0.00205761316872428
"282","WEE2",296,4,403,0.00248138957816377,0.00992555831265509
"283","YES1",297,3,442,0.00226244343891403,0.00678733031674208
"284","ZAP70",298,1,509,0.00196463654223969,0.00196463654223969
